statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths
740,200,12,8,1941,8,15,1945,1941,2,4,1,3,3.0,1740000.0,418765.0,5,1346,1321235.0,2158765.0
740,200,12,8,1941,8,15,1945,1942,2,4,1,3,3.0,1740000.0,418765.0,1,1346,1321235.0,2158765.0
740,200,12,8,1941,8,15,1945,1943,2,4,1,3,3.0,1740000.0,418765.0,2,1346,1321235.0,2158765.0
740,200,12,8,1941,8,15,1945,1944,2,4,1,3,3.0,1740000.0,418765.0,3,1346,1321235.0,2158765.0
740,200,12,8,1941,8,15,1945,1945,2,4,1,3,3.0,1740000.0,418765.0,4,1346,1321235.0,2158765.0
255,290,9,1,1939,9,27,1939,1939,1,3,1,3,1.0,3500000.0,320000.0,1,26,3180000.0,3820000.0
290,255,9,1,1939,9,27,1939,1939,3,1,3,1,3.0,320000.0,3500000.0,1,26,-3180000.0,3820000.0
211,255,5,10,1940,5,28,1940,1940,3,1,3,1,3.0,9600.0,3500000.0,1,18,-3490400.0,3509600.0
255,211,5,10,1940,5,28,1940,1940,1,4,1,3,1.0,3500000.0,9600.0,1,18,3490400.0,3509600.0
200,325,7,4,1940,9,3,1943,1940,4,2,3,1,1.0,418765.0,174500.0,2,1156,244265.0,593265.0
200,325,7,4,1940,9,3,1943,1941,4,2,3,1,1.0,418765.0,174500.0,1,1156,244265.0,593265.0
200,325,7,4,1940,9,3,1943,1942,4,2,3,1,1.0,418765.0,174500.0,4,1156,244265.0,593265.0
200,325,7,4,1940,9,3,1943,1943,4,2,3,1,1.0,418765.0,174500.0,3,1156,244265.0,593265.0
325,200,7,4,1940,9,3,1943,1940,2,4,3,1,3.0,174500.0,418765.0,4,1156,-244265.0,593265.0
325,200,7,4,1940,9,3,1943,1941,2,4,3,1,3.0,174500.0,418765.0,3,1156,-244265.0,593265.0
325,200,7,4,1940,9,3,1943,1942,2,4,3,1,3.0,174500.0,418765.0,2,1156,-244265.0,593265.0
325,200,7,4,1940,9,3,1943,1943,2,4,3,1,3.0,174500.0,418765.0,1,1156,-244265.0,593265.0
740,920,8,15,1942,8,15,1945,1942,2,4,3,1,3.0,1740000.0,12200.0,1,1096,1727800.0,1752200.0
740,920,8,15,1942,8,15,1945,1943,2,4,3,1,3.0,1740000.0,12200.0,4,1096,1727800.0,1752200.0
740,920,8,15,1942,8,15,1945,1944,2,4,3,1,3.0,1740000.0,12200.0,2,1096,1727800.0,1752200.0
740,920,8,15,1942,8,15,1945,1945,2,4,3,1,3.0,1740000.0,12200.0,3,1096,1727800.0,1752200.0
920,740,8,15,1942,8,15,1945,1942,4,2,1,3,1.0,12200.0,1740000.0,1,1096,-1727800.0,1752200.0
920,740,8,15,1942,8,15,1945,1943,4,2,1,3,1.0,12200.0,1740000.0,4,1096,-1727800.0,1752200.0
920,740,8,15,1942,8,15,1945,1944,4,2,1,3,1.0,12200.0,1740000.0,3,1096,-1727800.0,1752200.0
920,740,8,15,1942,8,15,1945,1945,4,2,1,3,1.0,12200.0,1740000.0,2,1096,-1727800.0,1752200.0
255,350,4,6,1941,4,23,1941,1941,1,4,1,3,1.0,3500000.0,18300.0,1,17,3481700.0,3518300.0
350,255,4,6,1941,4,23,1941,1941,4,1,3,1,3.0,18300.0,3500000.0,1,17,-3481700.0,3518300.0
740,900,1,14,1942,8,15,1945,1942,2,4,3,1,3.0,1740000.0,33826.0,1,1309,1706174.0,1773826.0
740,900,1,14,1942,8,15,1945,1943,2,4,3,1,3.0,1740000.0,33826.0,4,1309,1706174.0,1773826.0
740,900,1,14,1942,8,15,1945,1944,2,4,3,1,3.0,1740000.0,33826.0,2,1309,1706174.0,1773826.0
740,900,1,14,1942,8,15,1945,1945,2,4,3,1,3.0,1740000.0,33826.0,3,1309,1706174.0,1773826.0
900,740,1,14,1942,8,15,1945,1942,4,2,3,1,1.0,33826.0,1740000.0,3,1309,-1706174.0,1773826.0
900,740,1,14,1942,8,15,1945,1943,4,2,3,1,1.0,33826.0,1740000.0,1,1309,-1706174.0,1773826.0
900,740,1,14,1942,8,15,1945,1944,4,2,3,1,1.0,33826.0,1740000.0,2,1309,-1706174.0,1773826.0
900,740,1,14,1942,8,15,1945,1945,4,2,3,1,1.0,33826.0,1740000.0,4,1309,-1706174.0,1773826.0
255,560,11,18,1941,5,7,1945,1941,1,4,3,1,3.0,3500000.0,8700.0,5,1266,3491300.0,3508700.0
255,560,11,18,1941,5,7,1945,1942,1,4,3,1,3.0,3500000.0,8700.0,1,1266,3491300.0,3508700.0
255,560,11,18,1941,5,7,1945,1943,1,4,3,1,3.0,3500000.0,8700.0,3,1266,3491300.0,3508700.0
255,560,11,18,1941,5,7,1945,1944,1,4,3,1,3.0,3500000.0,8700.0,2,1266,3491300.0,3508700.0
255,560,11,18,1941,5,7,1945,1945,1,4,3,1,3.0,3500000.0,8700.0,4,1266,3491300.0,3508700.0
560,255,11,18,1941,5,7,1945,1941,4,1,1,3,1.0,8700.0,3500000.0,3,1266,-3491300.0,3508700.0
560,255,11,18,1941,5,7,1945,1942,4,1,1,3,1.0,8700.0,3500000.0,2,1266,-3491300.0,3508700.0
560,255,11,18,1941,5,7,1945,1943,4,1,1,3,1.0,8700.0,3500000.0,4,1266,-3491300.0,3508700.0
560,255,11,18,1941,5,7,1945,1944,4,1,1,3,1.0,8700.0,3500000.0,5,1266,-3491300.0,3508700.0
560,255,11,18,1941,5,7,1945,1945,4,1,1,3,1.0,8700.0,3500000.0,1,1266,-3491300.0,3508700.0
200,255,4,9,1940,5,7,1945,1940,4,1,3,1,1.0,418765.0,3500000.0,2,1854,-3081235.0,3918765.0
200,255,4,9,1940,5,7,1945,1941,4,1,3,1,1.0,418765.0,3500000.0,1,1854,-3081235.0,3918765.0
200,255,4,9,1940,5,7,1945,1942,4,1,3,1,1.0,418765.0,3500000.0,5,1854,-3081235.0,3918765.0
200,255,4,9,1940,5,7,1945,1943,4,1,3,1,1.0,418765.0,3500000.0,4,1854,-3081235.0,3918765.0
200,255,4,9,1940,5,7,1945,1944,4,1,3,1,1.0,418765.0,3500000.0,3,1854,-3081235.0,3918765.0
200,255,4,9,1940,5,7,1945,1945,4,1,3,1,1.0,418765.0,3500000.0,6,1854,-3081235.0,3918765.0
255,200,4,9,1940,5,7,1945,1940,1,4,1,3,3.0,3500000.0,418765.0,3,1854,3081235.0,3918765.0
255,200,4,9,1940,5,7,1945,1941,1,4,1,3,3.0,3500000.0,418765.0,2,1854,3081235.0,3918765.0
255,200,4,9,1940,5,7,1945,1942,1,4,1,3,3.0,3500000.0,418765.0,4,1854,3081235.0,3918765.0
255,200,4,9,1940,5,7,1945,1943,1,4,1,3,3.0,3500000.0,418765.0,6,1854,3081235.0,3918765.0
255,200,4,9,1940,5,7,1945,1944,1,4,1,3,3.0,3500000.0,418765.0,5,1854,3081235.0,3918765.0
255,200,4,9,1940,5,7,1945,1945,1,4,1,3,3.0,3500000.0,418765.0,1,1854,3081235.0,3918765.0
360,365,6,22,1941,8,23,1944,1941,2,3,1,3,3.0,290000.0,7500000.0,4,1158,-7210000.0,7790000.0
360,365,6,22,1941,8,23,1944,1942,2,3,1,3,3.0,290000.0,7500000.0,2,1158,-7210000.0,7790000.0
360,365,6,22,1941,8,23,1944,1943,2,3,1,3,3.0,290000.0,7500000.0,1,1158,-7210000.0,7790000.0
360,365,6,22,1941,8,23,1944,1944,2,3,1,3,3.0,290000.0,7500000.0,3,1158,-7210000.0,7790000.0
365,360,6,22,1941,8,23,1944,1941,4,2,3,1,1.0,7500000.0,290000.0,4,1158,7210000.0,7790000.0
365,360,6,22,1941,8,23,1944,1942,4,2,3,1,1.0,7500000.0,290000.0,3,1158,7210000.0,7790000.0
365,360,6,22,1941,8,23,1944,1943,4,2,3,1,1.0,7500000.0,290000.0,2,1158,7210000.0,7790000.0
365,360,6,22,1941,8,23,1944,1944,4,2,3,1,1.0,7500000.0,290000.0,1,1158,7210000.0,7790000.0
310,365,7,1,1941,1,20,1945,1941,2,3,1,3,3.0,136000.0,7500000.0,1,1299,-7364000.0,7636000.0
310,365,7,1,1941,1,20,1945,1942,2,3,1,3,3.0,136000.0,7500000.0,2,1299,-7364000.0,7636000.0
310,365,7,1,1941,1,20,1945,1943,2,3,1,3,3.0,136000.0,7500000.0,5,1299,-7364000.0,7636000.0
310,365,7,1,1941,1,20,1945,1944,2,3,1,3,3.0,136000.0,7500000.0,3,1299,-7364000.0,7636000.0
310,365,7,1,1941,1,20,1945,1945,2,3,1,3,3.0,136000.0,7500000.0,4,1299,-7364000.0,7636000.0
365,310,7,1,1941,1,20,1945,1941,4,2,3,1,1.0,7500000.0,136000.0,1,1299,7364000.0,7636000.0
365,310,7,1,1941,1,20,1945,1942,4,2,3,1,1.0,7500000.0,136000.0,2,1299,7364000.0,7636000.0
365,310,7,1,1941,1,20,1945,1943,4,2,3,1,1.0,7500000.0,136000.0,4,1299,7364000.0,7636000.0
365,310,7,1,1941,1,20,1945,1944,4,2,3,1,1.0,7500000.0,136000.0,5,1299,7364000.0,7636000.0
365,310,7,1,1941,1,20,1945,1945,4,2,3,1,1.0,7500000.0,136000.0,3,1299,7364000.0,7636000.0
255,385,4,9,1940,6,9,1940,1940,1,4,1,3,1.0,3500000.0,3000.0,1,61,3497000.0,3503000.0
385,255,4,9,1940,6,9,1940,1940,3,4,3,1,3.0,3000.0,3500000.0,1,61,-3497000.0,3503000.0
220,255,4,9,1940,6,22,1940,1940,4,1,3,1,3.0,210824.0,3500000.0,1,74,-3289176.0,3710824.0
255,220,4,9,1940,6,22,1940,1940,1,4,1,3,1.0,3500000.0,210824.0,1,74,3289176.0,3710824.0
210,255,5,10,1940,5,14,1940,1940,3,1,3,1,3.0,7900.0,3500000.0,1,4,-3492100.0,3507900.0
255,210,5,10,1940,5,14,1940,1940,1,4,1,3,1.0,3500000.0,7900.0,1,4,3492100.0,3507900.0
255,920,2,1,1941,5,7,1945,1941,1,4,3,1,3.0,3500000.0,12200.0,4,1556,3487800.0,3512200.0
255,920,2,1,1941,5,7,1945,1942,1,4,3,1,3.0,3500000.0,12200.0,1,1556,3487800.0,3512200.0
255,920,2,1,1941,5,7,1945,1943,1,4,3,1,3.0,3500000.0,12200.0,3,1556,3487800.0,3512200.0
255,920,2,1,1941,5,7,1945,1944,1,4,3,1,3.0,3500000.0,12200.0,2,1556,3487800.0,3512200.0
255,920,2,1,1941,5,7,1945,1945,1,4,3,1,3.0,3500000.0,12200.0,5,1556,3487800.0,3512200.0
920,255,2,1,1941,5,7,1945,1941,4,1,1,3,1.0,12200.0,3500000.0,5,1556,-3487800.0,3512200.0
920,255,2,1,1941,5,7,1945,1942,4,1,1,3,1.0,12200.0,3500000.0,1,1556,-3487800.0,3512200.0
920,255,2,1,1941,5,7,1945,1943,4,1,1,3,1.0,12200.0,3500000.0,4,1556,-3487800.0,3512200.0
920,255,2,1,1941,5,7,1945,1944,4,1,1,3,1.0,12200.0,3500000.0,2,1556,-3487800.0,3512200.0
920,255,2,1,1941,5,7,1945,1945,4,1,1,3,1.0,12200.0,3500000.0,3,1556,-3487800.0,3512200.0
255,900,2,1,1941,5,7,1945,1941,1,4,3,1,3.0,3500000.0,33826.0,5,1556,3466174.0,3533826.0
255,900,2,1,1941,5,7,1945,1942,1,4,3,1,3.0,3500000.0,33826.0,3,1556,3466174.0,3533826.0
255,900,2,1,1941,5,7,1945,1943,1,4,3,1,3.0,3500000.0,33826.0,4,1556,3466174.0,3533826.0
255,900,2,1,1941,5,7,1945,1944,1,4,3,1,3.0,3500000.0,33826.0,2,1556,3466174.0,3533826.0
255,900,2,1,1941,5,7,1945,1945,1,4,3,1,3.0,3500000.0,33826.0,1,1556,3466174.0,3533826.0
900,255,2,1,1941,5,7,1945,1941,4,1,1,3,1.0,33826.0,3500000.0,2,1556,-3466174.0,3533826.0
900,255,2,1,1941,5,7,1945,1942,4,1,1,3,1.0,33826.0,3500000.0,4,1556,-3466174.0,3533826.0
900,255,2,1,1941,5,7,1945,1943,4,1,1,3,1.0,33826.0,3500000.0,5,1556,-3466174.0,3533826.0
900,255,2,1,1941,5,7,1945,1944,4,1,1,3,1.0,33826.0,3500000.0,1,1556,-3466174.0,3533826.0
900,255,2,1,1941,5,7,1945,1945,4,1,1,3,1.0,33826.0,3500000.0,3,1556,-3466174.0,3533826.0
325,350,10,28,1940,4,23,1941,1940,2,3,1,3,1.0,174500.0,18300.0,1,177,156200.0,192800.0
325,350,10,28,1940,4,23,1941,1941,2,3,1,3,1.0,174500.0,18300.0,2,177,156200.0,192800.0
350,325,10,28,1940,4,23,1941,1940,4,2,3,1,3.0,18300.0,174500.0,2,177,-156200.0,192800.0
350,325,10,28,1940,4,23,1941,1941,4,2,3,1,3.0,18300.0,174500.0,1,177,-156200.0,192800.0
325,345,4,6,1941,4,17,1941,1941,2,3,1,3,1.0,174500.0,305000.0,1,11,-130500.0,479500.0
345,325,4,6,1941,4,17,1941,1941,4,2,3,1,3.0,305000.0,174500.0,1,11,130500.0,479500.0
255,345,4,6,1941,4,17,1941,1941,1,4,1,3,1.0,3500000.0,305000.0,1,11,3195000.0,3805000.0
345,255,4,6,1941,4,17,1941,1941,4,1,3,1,3.0,305000.0,3500000.0,1,11,-3195000.0,3805000.0
20,255,7,10,1943,5,7,1945,1943,4,1,1,3,1.0,41992.0,3500000.0,3,667,-3458008.0,3541992.0
20,255,7,10,1943,5,7,1945,1944,4,1,1,3,1.0,41992.0,3500000.0,2,667,-3458008.0,3541992.0
20,255,7,10,1943,5,7,1945,1945,4,1,1,3,1.0,41992.0,3500000.0,1,667,-3458008.0,3541992.0
255,20,7,10,1943,5,7,1945,1943,1,4,3,1,3.0,3500000.0,41992.0,3,667,3458008.0,3541992.0
255,20,7,10,1943,5,7,1945,1944,1,4,3,1,3.0,3500000.0,41992.0,2,667,3458008.0,3541992.0
255,20,7,10,1943,5,7,1945,1945,1,4,3,1,3.0,3500000.0,41992.0,1,667,3458008.0,3541992.0
325,530,5,5,1941,11,21,1941,1941,2,4,3,1,3.0,174500.0,5000.0,1,200,169500.0,179500.0
530,325,1,24,1941,7,3,1941,1941,4,2,1,3,1.0,5000.0,174500.0,1,160,-169500.0,179500.0
710,800,5,10,1942,5,17,1942,1942,4,1,3,1,2.0,1000.0,316579.0,1,7,-315579.0,317579.0
800,710,5,10,1942,5,17,1942,1942,1,4,1,3,2.0,700000.0,1000.0,1,7,699000.0,701000.0
200,800,5,10,1942,5,17,1942,1942,4,1,3,1,2.0,1000.0,316579.0,1,7,-315579.0,317579.0
800,200,5,10,1942,5,17,1942,1942,1,4,1,3,2.0,700000.0,1000.0,1,7,699000.0,701000.0
220,255,8,25,1944,5,7,1945,1944,4,1,1,3,1.0,210824.0,3500000.0,1,255,-3289176.0,3710824.0
220,255,8,25,1944,5,7,1945,1945,4,1,1,3,1.0,210824.0,3500000.0,2,255,-3289176.0,3710824.0
255,220,8,25,1944,5,7,1945,1944,1,4,3,1,3.0,3500000.0,210824.0,2,255,3289176.0,3710824.0
255,220,8,25,1944,5,7,1945,1945,1,4,3,1,3.0,3500000.0,210824.0,1,255,3289176.0,3710824.0
255,325,9,15,1943,5,7,1945,1943,1,4,1,3,3.0,3500000.0,174500.0,3,600,3325500.0,3674500.0
255,325,9,15,1943,5,7,1945,1944,1,4,1,3,3.0,3500000.0,174500.0,2,600,3325500.0,3674500.0
255,325,9,15,1943,5,7,1945,1945,1,4,1,3,3.0,3500000.0,174500.0,1,600,3325500.0,3674500.0
325,255,9,15,1943,5,7,1945,1943,4,1,3,1,1.0,174500.0,3500000.0,2,600,-3325500.0,3674500.0
325,255,9,15,1943,5,7,1945,1944,4,1,3,1,1.0,174500.0,3500000.0,1,600,-3325500.0,3674500.0
325,255,9,15,1943,5,7,1945,1945,4,1,3,1,1.0,174500.0,3500000.0,3,600,-3325500.0,3674500.0
220,740,9,22,1940,9,24,1940,1940,2,4,3,1,3.0,700000.0,316579.0,1,2,383421.0,1016579.0
740,220,9,22,1940,9,24,1940,1940,4,2,1,3,1.0,700000.0,316579.0,1,2,383421.0,1016579.0
220,900,6,8,1941,7,12,1941,1941,2,4,1,3,3.0,210824.0,33826.0,1,34,176998.0,244650.0
900,220,6,8,1941,7,12,1941,1941,4,2,1,3,1.0,33826.0,210824.0,1,34,-176998.0,244650.0
2,220,11,8,1942,11,11,1942,1942,4,2,1,3,1.0,405400.0,210824.0,1,3,194576.0,616224.0
220,2,11,8,1942,11,11,1942,1942,2,4,3,1,3.0,210824.0,405400.0,1,3,-194576.0,616224.0
200,220,7,3,1940,11,11,1942,1940,4,2,1,3,1.0,418765.0,210824.0,3,861,207941.0,629589.0
200,220,7,3,1940,11,11,1942,1941,4,2,1,3,1.0,418765.0,210824.0,2,861,207941.0,629589.0
200,220,7,3,1940,11,11,1942,1942,4,2,1,3,1.0,418765.0,210824.0,1,861,207941.0,629589.0
220,200,7,3,1940,11,11,1942,1940,2,4,3,1,3.0,210824.0,418765.0,1,861,-207941.0,629589.0
220,200,7,3,1940,11,11,1942,1941,2,4,3,1,3.0,210824.0,418765.0,2,861,-207941.0,629589.0
220,200,7,3,1940,11,11,1942,1942,2,4,3,1,3.0,210824.0,418765.0,3,861,-207941.0,629589.0
255,360,8,24,1944,5,7,1945,1944,1,4,1,3,3.0,3500000.0,10000.0,1,256,3490000.0,3510000.0
255,360,8,24,1944,5,7,1945,1945,1,4,1,3,3.0,3500000.0,10000.0,2,256,3490000.0,3510000.0
360,255,8,24,1944,5,7,1945,1944,4,1,3,1,1.0,10000.0,3500000.0,2,256,-3490000.0,3510000.0
360,255,8,24,1944,5,7,1945,1945,4,1,3,1,1.0,10000.0,3500000.0,1,256,-3490000.0,3510000.0
310,360,9,1,1944,1,20,1945,1944,2,4,3,1,2.0,700000.0,316579.0,2,141,383421.0,1016579.0
310,360,9,1,1944,1,20,1945,1945,2,4,3,1,2.0,700000.0,316579.0,1,141,383421.0,1016579.0
360,310,9,1,1944,1,20,1945,1944,4,2,1,3,2.0,700000.0,316579.0,2,141,383421.0,1016579.0
360,310,9,1,1944,1,20,1945,1945,4,2,1,3,2.0,700000.0,316579.0,1,141,383421.0,1016579.0
255,355,9,28,1944,5,7,1945,1944,1,4,3,1,3.0,3500000.0,1000.0,1,221,3499000.0,3501000.0
255,355,9,28,1944,5,7,1945,1945,1,4,3,1,3.0,3500000.0,1000.0,2,221,3499000.0,3501000.0
355,255,9,28,1944,5,7,1945,1944,4,1,1,3,1.0,1000.0,3500000.0,1,221,-3499000.0,3501000.0
355,255,9,28,1944,5,7,1945,1945,4,1,1,3,1.0,1000.0,3500000.0,2,221,-3499000.0,3501000.0
365,375,11,30,1939,3,12,1940,1939,1,3,1,3,1.0,126875.0,24923.0,1,103,101952.0,151798.0
365,375,11,30,1939,3,12,1940,1940,1,3,1,3,1.0,126875.0,24923.0,2,103,101952.0,151798.0
375,365,11,30,1939,3,12,1940,1939,3,1,3,1,3.0,24923.0,126875.0,1,103,-101952.0,151798.0
375,365,11,30,1939,3,12,1940,1940,3,1,3,1,3.0,24923.0,126875.0,2,103,-101952.0,151798.0
750,770,10,26,1947,12,31,1948,1947,1,3,1,3,1.0,2500.0,1000.0,2,432,1500.0,3500.0
750,770,10,26,1947,12,31,1948,1948,1,3,1,3,1.0,2500.0,1000.0,1,432,1500.0,3500.0
770,750,10,26,1947,12,31,1948,1947,3,1,3,1,3.0,1000.0,2500.0,2,432,-1500.0,3500.0
770,750,10,26,1947,12,31,1948,1948,3,1,3,1,3.0,1000.0,2500.0,1,432,-1500.0,3500.0
645,666,5,15,1948,10,22,1948,1948,2,3,1,3,3.0,500.0,4500.0,1,160,-4000.0,5000.0
666,645,5,15,1948,10,22,1948,1948,3,2,3,1,1.0,4500.0,500.0,1,160,4000.0,5000.0
651,666,5,14,1948,1,7,1949,1948,1,3,1,3,3.0,2000.0,4500.0,1,238,-2500.0,6500.0
651,666,5,14,1948,1,7,1949,1949,1,3,1,3,3.0,2000.0,4500.0,2,238,-2500.0,6500.0
666,651,5,14,1948,1,7,1949,1948,3,1,3,1,1.0,4500.0,2000.0,1,238,2500.0,6500.0
666,651,5,14,1948,1,7,1949,1949,3,1,3,1,1.0,4500.0,2000.0,2,238,2500.0,6500.0
652,666,5,14,1948,10,31,1948,1948,2,3,1,3,3.0,1000.0,4500.0,1,170,-3500.0,5500.0
666,652,5,14,1948,10,31,1948,1948,3,2,3,1,1.0,4500.0,1000.0,1,170,3500.0,5500.0
660,666,5,14,1948,10,31,1948,1948,2,3,1,3,3.0,500.0,4500.0,1,170,-4000.0,5000.0
666,660,5,14,1948,10,31,1948,1948,3,2,3,1,1.0,4500.0,500.0,1,170,4000.0,5000.0
663,666,5,14,1948,3,10,1949,1948,2,3,1,3,3.0,1000.0,4500.0,2,300,-3500.0,5500.0
663,666,5,14,1948,3,10,1949,1949,2,3,1,3,3.0,1000.0,4500.0,1,300,-3500.0,5500.0
666,663,5,14,1948,3,10,1949,1948,3,2,3,1,1.0,4500.0,1000.0,1,300,3500.0,5500.0
666,663,5,14,1948,3,10,1949,1949,3,2,3,1,1.0,4500.0,1000.0,2,300,3500.0,5500.0
2,710,10,29,1950,7,27,1953,1950,4,2,1,3,2.0,54487.0,422612.0,2,1002,-368125.0,477099.0
2,710,10,29,1950,7,27,1953,1951,4,2,1,3,2.0,54487.0,422612.0,1,1002,-368125.0,477099.0
2,710,10,29,1950,7,27,1953,1952,4,2,1,3,2.0,54487.0,422612.0,3,1002,-368125.0,477099.0
2,710,10,29,1950,7,27,1953,1953,4,2,1,3,2.0,54487.0,422612.0,4,1002,-368125.0,477099.0
710,2,10,29,1950,7,27,1953,1950,2,4,3,1,2.0,422612.0,54487.0,1,1002,368125.0,477099.0
710,2,10,29,1950,7,27,1953,1951,2,4,3,1,2.0,422612.0,54487.0,3,1002,368125.0,477099.0
710,2,10,29,1950,7,27,1953,1952,2,4,3,1,2.0,422612.0,54487.0,4,1002,368125.0,477099.0
710,2,10,29,1950,7,27,1953,1953,2,4,3,1,2.0,422612.0,54487.0,2,1002,368125.0,477099.0
2,731,7,5,1950,7,27,1953,1950,4,1,1,3,2.0,54487.0,316579.0,3,1118,-262092.0,371066.0
2,731,7,5,1950,7,27,1953,1951,4,1,1,3,2.0,54487.0,316579.0,4,1118,-262092.0,371066.0
2,731,7,5,1950,7,27,1953,1952,4,1,1,3,2.0,54487.0,316579.0,1,1118,-262092.0,371066.0
2,731,7,5,1950,7,27,1953,1953,4,1,1,3,2.0,54487.0,316579.0,2,1118,-262092.0,371066.0
731,2,7,5,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,54487.0,4,1118,262092.0,371066.0
731,2,7,5,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,54487.0,1,1118,262092.0,371066.0
731,2,7,5,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,54487.0,3,1118,262092.0,371066.0
731,2,7,5,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,54487.0,2,1118,262092.0,371066.0
20,710,2,19,1951,7,27,1953,1951,4,2,1,3,2.0,309.0,422612.0,1,889,-422303.0,422921.0
20,710,2,19,1951,7,27,1953,1952,4,2,1,3,2.0,309.0,422612.0,2,889,-422303.0,422921.0
20,710,2,19,1951,7,27,1953,1953,4,2,1,3,2.0,309.0,422612.0,3,889,-422303.0,422921.0
710,20,2,19,1951,7,27,1953,1951,2,4,3,1,2.0,422612.0,309.0,1,889,422303.0,422921.0
710,20,2,19,1951,7,27,1953,1952,2,4,3,1,2.0,422612.0,309.0,2,889,422303.0,422921.0
710,20,2,19,1951,7,27,1953,1953,2,4,3,1,2.0,422612.0,309.0,3,889,422303.0,422921.0
20,731,2,19,1951,7,27,1953,1951,4,1,1,3,2.0,309.0,316579.0,1,889,-316270.0,316888.0
20,731,2,19,1951,7,27,1953,1952,4,1,1,3,2.0,309.0,316579.0,2,889,-316270.0,316888.0
20,731,2,19,1951,7,27,1953,1953,4,1,1,3,2.0,309.0,316579.0,3,889,-316270.0,316888.0
731,20,2,19,1951,7,27,1953,1951,1,4,3,1,2.0,316579.0,309.0,1,889,316270.0,316888.0
731,20,2,19,1951,7,27,1953,1952,1,4,3,1,2.0,316579.0,309.0,3,889,316270.0,316888.0
731,20,2,19,1951,7,27,1953,1953,1,4,3,1,2.0,316579.0,309.0,2,889,316270.0,316888.0
100,710,8,2,1951,7,27,1953,1951,4,2,1,3,2.0,140.0,422612.0,2,725,-422472.0,422752.0
100,710,8,2,1951,7,27,1953,1952,4,2,1,3,2.0,140.0,422612.0,3,725,-422472.0,422752.0
100,710,8,2,1951,7,27,1953,1953,4,2,1,3,2.0,140.0,422612.0,1,725,-422472.0,422752.0
710,100,8,2,1951,7,27,1953,1951,2,4,3,1,2.0,422612.0,140.0,3,725,422472.0,422752.0
710,100,8,2,1951,7,27,1953,1952,2,4,3,1,2.0,422612.0,140.0,2,725,422472.0,422752.0
710,100,8,2,1951,7,27,1953,1953,2,4,3,1,2.0,422612.0,140.0,1,725,422472.0,422752.0
100,731,8,2,1951,7,27,1953,1951,4,1,1,3,2.0,140.0,316579.0,3,725,-316439.0,316719.0
100,731,8,2,1951,7,27,1953,1952,4,1,1,3,2.0,140.0,316579.0,2,725,-316439.0,316719.0
100,731,8,2,1951,7,27,1953,1953,4,1,1,3,2.0,140.0,316579.0,1,725,-316439.0,316719.0
731,100,8,2,1951,7,27,1953,1951,1,4,3,1,2.0,316579.0,140.0,3,725,316439.0,316719.0
731,100,8,2,1951,7,27,1953,1952,1,4,3,1,2.0,316579.0,140.0,2,725,316439.0,316719.0
731,100,8,2,1951,7,27,1953,1953,1,4,3,1,2.0,316579.0,140.0,1,725,316439.0,316719.0
200,710,11,5,1950,7,27,1953,1950,4,2,1,3,2.0,710.0,422612.0,1,995,-421902.0,423322.0
200,710,11,5,1950,7,27,1953,1951,4,2,1,3,2.0,710.0,422612.0,3,995,-421902.0,423322.0
200,710,11,5,1950,7,27,1953,1952,4,2,1,3,2.0,710.0,422612.0,4,995,-421902.0,423322.0
200,710,11,5,1950,7,27,1953,1953,4,2,1,3,2.0,710.0,422612.0,2,995,-421902.0,423322.0
710,200,11,5,1950,7,27,1953,1950,2,4,3,1,2.0,422612.0,710.0,4,995,421902.0,423322.0
710,200,11,5,1950,7,27,1953,1951,2,4,3,1,2.0,422612.0,710.0,1,995,421902.0,423322.0
710,200,11,5,1950,7,27,1953,1952,2,4,3,1,2.0,422612.0,710.0,3,995,421902.0,423322.0
710,200,11,5,1950,7,27,1953,1953,2,4,3,1,2.0,422612.0,710.0,2,995,421902.0,423322.0
200,731,8,26,1950,7,27,1953,1950,4,1,1,3,2.0,710.0,316579.0,3,1066,-315869.0,317289.0
200,731,8,26,1950,7,27,1953,1951,4,1,1,3,2.0,710.0,316579.0,2,1066,-315869.0,317289.0
200,731,8,26,1950,7,27,1953,1952,4,1,1,3,2.0,710.0,316579.0,1,1066,-315869.0,317289.0
200,731,8,26,1950,7,27,1953,1953,4,1,1,3,2.0,710.0,316579.0,4,1066,-315869.0,317289.0
731,200,8,26,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,710.0,2,1066,315869.0,317289.0
731,200,8,26,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,710.0,1,1066,315869.0,317289.0
731,200,8,26,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,710.0,4,1066,315869.0,317289.0
731,200,8,26,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,710.0,3,1066,315869.0,317289.0
210,710,12,5,1950,7,27,1953,1950,4,2,1,3,2.0,111.0,422612.0,2,965,-422501.0,422723.0
