stateabb,statea,year,defensebudget,milsize,IronSteelProduct,EnergyUse,totalpop,urbanpop,CINC_Score_A,version_x,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths,CINC_Score_B,version_y,diff_CINC
BRA,140,1870,2530.0,73.0,0.0,224.0,9797.0,345.0,0.009417,2011,150,12,23,1864,3,1,1870,3,1,3,1,1.0,100000.0,200000.0,5,1894,-100000.0,300000.0,0.00020750000000000003,2011,0.0092095
BRA,140,1944,144000.0,0.0,221.0,3696.0,45141.0,4990.0,0.011036,2011,255,7,16,1944,5,7,1945,4,1,1,3,1.0,1000.0,3500000.0,2,295,-3499000.0,3501000.0,0.1362128,2011,-0.1251768
BRA,140,1945,171180.0,0.0,206.0,4400.0,46215.0,5243.0,0.011140700000000002,2011,255,7,16,1944,5,7,1945,4,1,1,3,1.0,1000.0,3500000.0,1,295,-3499000.0,3501000.0,0.0798766,2011,-0.0687359
BOL,145,1879,0.0,7.0,0.0,0.0,1456.0,0.0,0.0006602,2011,155,2,14,1879,5,26,1880,3,1,3,1,3.0,920.0,3276.0,1,467,-2356.0,4196.0,0.0017914,2011,-0.0011312000000000002
BOL,145,1880,431.0,3.0,0.0,0.0,1471.0,0.0,0.0008327,2011,155,2,14,1879,5,26,1880,3,1,3,1,3.0,920.0,3276.0,2,467,-2356.0,4196.0,0.0018512999999999997,2011,-0.0010185999999999997
BOL,145,1932,2907.0,7.0,0.0,7.0,2450.0,150.0,0.0007155,2011,150,6,15,1932,6,12,1935,1,3,1,3,1.0,56661.0,36000.0,4,1092,20661.0,92661.0,0.0003539,2011,0.0003616
BOL,145,1933,15299.0,20.0,0.0,20.0,2480.0,167.0,0.0014095999999999998,2011,150,6,15,1932,6,12,1935,1,3,1,3,1.0,56661.0,36000.0,2,1092,20661.0,92661.0,0.0007815000000000001,2011,0.0006280999999999997
BOL,145,1934,26826.0,23.0,0.0,29.0,2510.0,186.0,0.0015641,2011,150,6,15,1932,6,12,1935,1,3,1,3,1.0,56661.0,36000.0,3,1092,20661.0,92661.0,0.0008151,2011,0.0007489999999999999
BOL,145,1935,38760.0,42.0,0.0,30.0,2540.0,206.0,0.0018463000000000002,2011,150,6,15,1932,6,12,1935,1,3,1,3,1.0,56661.0,36000.0,1,1092,20661.0,92661.0,0.0006086,2011,0.0012377
PAR,150,1864,0.0,30.0,0.0,0.0,502.0,0.0,0.0011916,2011,140,12,23,1864,3,1,1870,1,3,1,3,3.0,200000.0,100000.0,1,1894,100000.0,300000.0,0.0055131,2011,-0.0043215
PAR,150,1865,0.0,47.0,0.0,0.0,441.0,0.0,0.0018965999999999998,2011,140,12,23,1864,3,1,1870,1,3,1,3,3.0,200000.0,100000.0,5,1894,100000.0,300000.0,0.0071419,2011,-0.0052453
PAR,150,1865,0.0,47.0,0.0,0.0,441.0,0.0,0.0018965999999999998,2011,160,4,13,1865,3,1,1870,1,4,1,3,3.0,200000.0,10000.0,5,1783,190000.0,210000.0,0.0027370000000000003,2011,-0.0008404000000000005
PAR,150,1866,0.0,60.0,0.0,0.0,388.0,0.0,0.0029195999999999996,2011,140,12,23,1864,3,1,1870,1,3,1,3,3.0,200000.0,100000.0,4,1894,100000.0,300000.0,0.0093401,2011,-0.006420500000000001
PAR,150,1866,0.0,60.0,0.0,0.0,388.0,0.0,0.0029195999999999996,2011,160,4,13,1865,3,1,1870,1,4,1,3,3.0,200000.0,10000.0,4,1783,190000.0,210000.0,0.0026791000000000002,2011,0.0002404999999999994
PAR,150,1867,0.0,40.0,0.0,0.0,341.0,0.0,0.0019558,2011,140,12,23,1864,3,1,1870,1,3,1,3,3.0,200000.0,100000.0,3,1894,100000.0,300000.0,0.0137314,2011,-0.011775599999999999
PAR,150,1867,0.0,40.0,0.0,0.0,341.0,0.0,0.0019558,2011,160,4,13,1865,3,1,1870,1,4,1,3,3.0,200000.0,10000.0,1,1783,190000.0,210000.0,0.0025382,2011,-0.0005823999999999998
PAR,150,1868,0.0,28.0,0.0,0.0,300.0,0.0,0.0014177,2011,140,12,23,1864,3,1,1870,1,3,1,3,3.0,200000.0,100000.0,2,1894,100000.0,300000.0,0.0097605,2011,-0.008342800000000001
PAR,150,1868,0.0,28.0,0.0,0.0,300.0,0.0,0.0014177,2011,160,4,13,1865,3,1,1870,1,4,1,3,3.0,200000.0,10000.0,3,1783,190000.0,210000.0,0.0029384,2011,-0.0015206999999999998
PAR,150,1869,0.0,8.0,0.0,0.0,264.0,0.0,0.00045999999999999996,2011,140,12,23,1864,3,1,1870,1,3,1,3,3.0,200000.0,100000.0,7,1894,100000.0,300000.0,0.0100521,2011,-0.0095921
PAR,150,1869,0.0,8.0,0.0,0.0,264.0,0.0,0.00045999999999999996,2011,160,4,13,1865,3,1,1870,1,4,1,3,3.0,200000.0,10000.0,6,1783,190000.0,210000.0,0.0031576,2011,-0.0026976
PAR,150,1870,0.0,3.0,0.0,0.0,232.0,0.0,0.00020750000000000003,2011,140,12,23,1864,3,1,1870,1,3,1,3,3.0,200000.0,100000.0,6,1894,100000.0,300000.0,0.009417,2011,-0.0092095
PAR,150,1870,0.0,3.0,0.0,0.0,232.0,0.0,0.00020750000000000003,2011,160,4,13,1865,3,1,1870,1,4,1,3,3.0,200000.0,10000.0,2,1783,190000.0,210000.0,0.0029051,2011,-0.0026975999999999997
PAR,150,1932,1812.0,3.0,0.0,0.0,920.0,112.0,0.0003539,2011,145,6,15,1932,6,12,1935,3,1,3,1,3.0,36000.0,56661.0,4,1092,-20661.0,92661.0,0.0007155,2011,-0.0003616
PAR,150,1933,1812.0,20.0,0.0,0.0,940.0,114.0,0.0007815000000000001,2011,145,6,15,1932,6,12,1935,3,1,3,1,3.0,36000.0,56661.0,2,1092,-20661.0,92661.0,0.0014095999999999998,2011,-0.0006280999999999997
PAR,150,1934,3039.0,22.0,0.0,0.0,970.0,117.0,0.0008151,2011,145,6,15,1932,6,12,1935,3,1,3,1,3.0,36000.0,56661.0,1,1092,-20661.0,92661.0,0.0015641,2011,-0.0007489999999999999
PAR,150,1935,3039.0,18.0,0.0,0.0,990.0,119.0,0.0006086,2011,145,6,15,1932,6,12,1935,3,1,3,1,3.0,36000.0,56661.0,3,1092,-20661.0,92661.0,0.0018463000000000002,2011,-0.0012377
CHL,155,1865,0.0,4.0,0.0,64.0,1795.0,115.0,0.0016179000000000002,2011,230,11,26,1865,5,9,1866,3,1,1,3,1.0,100.0,300.0,2,164,-200.0,400.0,0.0211298,2011,-0.0195119
CHL,155,1866,0.0,4.0,0.0,60.0,1832.0,116.0,0.0016574,2011,230,11,26,1865,5,9,1866,3,1,1,3,1.0,100.0,300.0,1,164,-200.0,400.0,0.020437200000000003,2011,-0.018779800000000003
CHL,155,1879,0.0,5.0,0.0,97.0,2224.0,182.0,0.0017914,2011,135,5,21,1879,6,10,1883,1,4,3,1,1.0,3276.0,9672.0,4,1481,-6396.0,12948.0,0.0013777000000000001,2011,0.0004136999999999999
CHL,155,1879,0.0,5.0,0.0,97.0,2224.0,182.0,0.0017914,2011,145,2,14,1879,5,26,1880,1,3,1,3,1.0,3276.0,920.0,1,467,2356.0,4196.0,0.0006602,2011,0.0011312000000000002
CHL,155,1880,0.0,5.0,0.0,110.0,2269.0,198.0,0.0018512999999999997,2011,135,5,21,1879,6,10,1883,1,4,3,1,1.0,3276.0,9672.0,1,1481,-6396.0,12948.0,0.0014938,2011,0.00035749999999999975
CHL,155,1880,0.0,5.0,0.0,110.0,2269.0,198.0,0.0018512999999999997,2011,145,2,14,1879,5,26,1880,1,3,1,3,1.0,3276.0,920.0,2,467,2356.0,4196.0,0.0008327,2011,0.0010185999999999997
CHL,155,1881,0.0,14.0,0.0,141.0,2314.0,216.0,0.0023155000000000003,2011,135,5,21,1879,6,10,1883,1,4,3,1,1.0,3276.0,9672.0,2,1481,-6396.0,12948.0,0.0014492,2011,0.0008663000000000002
CHL,155,1882,414.0,16.0,0.0,147.0,2360.0,235.0,0.0024429,2011,135,5,21,1879,6,10,1883,1,4,3,1,1.0,3276.0,9672.0,3,1481,-6396.0,12948.0,0.001428,2011,0.0010149
CHL,155,1883,413.0,16.0,0.0,143.0,2408.0,256.0,0.0025644,2011,135,5,21,1879,6,10,1883,1,4,3,1,1.0,3276.0,9672.0,5,1481,-6396.0,12948.0,0.0013604,2011,0.001204
ARG,160,1851,0.0,5.0,0.0,55.0,966.0,114.0,0.0026585000000000003,2011,140,7,19,1851,2,3,1852,3,1,3,1,3.0,800.0,500.0,2,199,300.0,1300.0,0.0074407,2011,-0.0047821999999999995
ARG,160,1852,0.0,7.0,0.0,65.0,1006.0,115.0,0.0027388,2011,140,7,19,1851,2,3,1852,3,1,3,1,3.0,800.0,500.0,1,199,300.0,1300.0,0.0114167,2011,-0.0086779
ARG,160,1865,564.0,15.0,0.0,167.0,1559.0,164.0,0.0027370000000000003,2011,150,4,13,1865,3,1,1870,4,1,3,1,1.0,10000.0,200000.0,6,1783,-190000.0,210000.0,0.0018965999999999998,2011,0.0008404000000000005
ARG,160,1866,0.0,15.0,0.0,182.0,1616.0,169.0,0.0026791000000000002,2011,150,4,13,1865,3,1,1870,4,1,3,1,1.0,10000.0,200000.0,5,1783,-190000.0,210000.0,0.0029195999999999996,2011,-0.0002404999999999994
ARG,160,1867,298.0,15.0,0.0,184.0,1675.0,174.0,0.0025382,2011,150,4,13,1865,3,1,1870,4,1,3,1,1.0,10000.0,200000.0,2,1783,-190000.0,210000.0,0.0019558,2011,0.0005823999999999998
ARG,160,1868,623.0,15.0,0.0,182.0,1737.0,180.0,0.0029384,2011,150,4,13,1865,3,1,1870,4,1,3,1,1.0,10000.0,200000.0,1,1783,-190000.0,210000.0,0.0014177,2011,0.0015206999999999998
ARG,160,1869,751.0,15.0,0.0,220.0,1802.0,178.0,0.0031576,2011,150,4,13,1865,3,1,1870,4,1,3,1,1.0,10000.0,200000.0,3,1783,-190000.0,210000.0,0.00045999999999999996,2011,0.0026976
ARG,160,1870,746.0,15.0,0.0,219.0,1859.0,185.0,0.0029051,2011,150,4,13,1865,3,1,1870,4,1,3,1,1.0,10000.0,200000.0,4,1783,-190000.0,210000.0,0.00020750000000000003,2011,0.0026975999999999997
ARG,160,1982,4147000.0,175.0,2752.0,62916.0,28966.0,12460.0,0.006810200000000001,2011,200,4,25,1982,6,14,1982,1,3,1,3,3.0,255.0,746.0,1,50,-491.0,1001.0,0.023727900000000003,2011,-0.0169177
UKG,200,1854,76329.0,234.0,3119.0,70914.0,27658.0,4943.0,0.33608899999999997,2011,365,4,21,1854,2,1,1856,2,3,1,3,1.0,22000.0,100000.0,1,651,-78000.0,122000.0,0.1369681,2011,0.19912089999999996
UKG,200,1855,36520.0,329.0,3270.0,71561.0,27822.0,5052.0,0.29753,2011,365,4,21,1854,2,1,1856,2,3,1,3,1.0,22000.0,100000.0,3,651,-78000.0,122000.0,0.1532064,2011,0.14432360000000002
UKG,200,1856,32369.0,382.0,3644.0,73272.0,28011.0,5162.0,0.29569959999999995,2011,365,4,21,1854,2,1,1856,2,3,1,3,1.0,22000.0,100000.0,2,651,-78000.0,122000.0,0.16403099999999998,2011,0.13166859999999997
UKG,200,1856,32369.0,382.0,3644.0,73272.0,28011.0,5162.0,0.29569959999999995,2011,630,11,1,1856,4,5,1857,1,3,1,3,1.0,500.0,1500.0,2,155,-1000.0,2000.0,0.0057948999999999995,2011,0.28990469999999996
UKG,200,1857,18866.0,272.0,3718.0,75317.0,28187.0,5275.0,0.2900489,2011,630,11,1,1856,4,5,1857,1,3,1,3,1.0,500.0,1500.0,1,155,-1000.0,2000.0,0.0060523,2011,0.2839966
UKG,200,1882,24028.0,247.0,8725.0,139087.0,35206.0,9652.0,0.2116762,2011,651,7,11,1882,9,15,1882,1,3,1,3,1.0,79.0,10000.0,1,66,-9921.0,10079.0,0.0040787,2011,0.20759750000000002
UKG,200,1900,119587.0,487.0,4980.0,185652.0,41155.0,13513.0,0.1775276,2011,710,6,17,1900,8,15,1900,1,3,1,3,1.0,34.0,2000.0,1,59,-1966.0,2034.0,0.11997739999999998,2011,0.057550200000000024
UKG,200,1914,1678843.0,532.0,7971.0,213992.0,46048.0,17852.0,0.13790940000000002,2011,255,8,23,1914,11,11,1918,4,1,3,1,1.0,908371.0,1773700.0,2,1541,-865329.0,2682071.0,0.158201,2011,-0.020291599999999993
UKG,200,1914,1678843.0,532.0,7971.0,213992.0,46048.0,17852.0,0.13790940000000002,2011,640,11,23,1914,10,30,1918,4,2,3,1,1.0,908371.0,325000.0,1,1437,583371.0,1233371.0,0.0121484,2011,0.125761
UKG,200,1915,4651398.0,4350.0,8687.0,216482.0,44333.0,17967.0,0.15022439999999998,2011,300,10,5,1915,11,3,1918,4,2,3,1,1.0,908371.0,1200000.0,3,1125,-291629.0,2108371.0,0.0624243,2011,0.08780009999999998
UKG,200,1915,4651398.0,4350.0,8687.0,216482.0,44333.0,17967.0,0.15022439999999998,2011,255,8,23,1914,11,11,1918,4,1,3,1,1.0,908371.0,1773700.0,1,1541,-865329.0,2682071.0,0.15111270000000002,2011,-0.0008883000000000363
UKG,200,1915,4651398.0,4350.0,8687.0,216482.0,44333.0,17967.0,0.15022439999999998,2011,640,11,23,1914,10,30,1918,4,2,3,1,1.0,908371.0,325000.0,3,1437,583371.0,1233371.0,0.009039799999999999,2011,0.1411846
UKG,200,1915,4651398.0,4350.0,8687.0,216482.0,44333.0,17967.0,0.15022439999999998,2011,355,10,5,1915,9,29,1918,4,2,3,1,1.0,908371.0,87500.0,2,1090,820871.0,995871.0,0.0012695,2011,0.14895489999999997
UKG,200,1916,6213396.0,0.0,9136.0,224058.0,43710.0,18084.0,0.1532075,2011,300,10,5,1915,11,3,1918,4,2,3,1,1.0,908371.0,1200000.0,1,1125,-291629.0,2108371.0,0.043211599999999996,2011,0.10999590000000001
UKG,200,1916,6213396.0,0.0,9136.0,224058.0,43710.0,18084.0,0.1532075,2011,255,8,23,1914,11,11,1918,4,1,3,1,1.0,908371.0,1773700.0,3,1541,-865329.0,2682071.0,0.15011770000000002,2011,0.003089799999999976
UKG,200,1916,6213396.0,0.0,9136.0,224058.0,43710.0,18084.0,0.1532075,2011,640,11,23,1914,10,30,1918,4,2,3,1,1.0,908371.0,325000.0,5,1437,583371.0,1233371.0,0.0063152,2011,0.1468923
UKG,200,1916,6213396.0,0.0,9136.0,224058.0,43710.0,18084.0,0.1532075,2011,355,10,5,1915,9,29,1918,4,2,3,1,1.0,908371.0,87500.0,1,1090,820871.0,995871.0,0.0055837,2011,0.1476238
UKG,200,1917,7600458.0,4430.0,9873.0,221636.0,43280.0,18196.0,0.1498948,2011,300,10,5,1915,11,3,1918,4,2,3,1,1.0,908371.0,1200000.0,4,1125,-291629.0,2108371.0,0.04006130000000001,2011,0.10983349999999999
UKG,200,1917,7600458.0,4430.0,9873.0,221636.0,43280.0,18196.0,0.1498948,2011,255,8,23,1914,11,11,1918,4,1,3,1,1.0,908371.0,1773700.0,5,1541,-865329.0,2682071.0,0.1581688,2011,-0.008274000000000004
UKG,200,1917,7600458.0,4430.0,9873.0,221636.0,43280.0,18196.0,0.1498948,2011,640,11,23,1914,10,30,1918,4,2,3,1,1.0,908371.0,325000.0,4,1437,583371.0,1233371.0,0.0063589,2011,0.1435359
UKG,200,1917,7600458.0,4430.0,9873.0,221636.0,43280.0,18196.0,0.1498948,2011,355,10,5,1915,9,29,1918,4,2,3,1,1.0,908371.0,87500.0,3,1090,820871.0,995871.0,0.0012138,2011,0.148681
UKG,200,1918,8104264.0,4222.0,9692.0,206733.0,43116.0,18271.0,0.1427972,2011,300,10,5,1915,11,3,1918,4,2,3,1,1.0,908371.0,1200000.0,2,1125,-291629.0,2108371.0,0.0318687,2011,0.11092850000000001
UKG,200,1918,8104264.0,4222.0,9692.0,206733.0,43116.0,18271.0,0.1427972,2011,255,8,23,1914,11,11,1918,4,1,3,1,1.0,908371.0,1773700.0,4,1541,-865329.0,2682071.0,0.17243370000000002,2011,-0.02963650000000001
UKG,200,1918,8104264.0,4222.0,9692.0,206733.0,43116.0,18271.0,0.1427972,2011,640,11,23,1914,10,30,1918,4,2,3,1,1.0,908371.0,325000.0,2,1437,583371.0,1233371.0,0.006645999999999999,2011,0.13615120000000003
UKG,200,1918,8104264.0,4222.0,9692.0,206733.0,43116.0,18271.0,0.1427972,2011,355,10,5,1915,9,29,1918,4,2,3,1,1.0,908371.0,87500.0,4,1090,820871.0,995871.0,0.0058053,2011,0.1369919
UKG,200,1918,8104264.0,4222.0,9692.0,206733.0,43116.0,18271.0,0.1427972,2011,365,12,12,1918,2,1,1920,1,3,1,3,1.0,128.0,8000.0,3,416,-7872.0,8128.0,0.0373969,2011,0.10540030000000002
UKG,200,1919,745209.0,1333.0,8021.0,201771.0,44599.0,18356.0,0.11094160000000002,2011,365,12,12,1918,2,1,1920,1,3,1,3,1.0,128.0,8000.0,2,416,-7872.0,8128.0,0.0630602,2011,0.04788140000000002
UKG,200,1920,1475661.0,596.0,9212.0,213247.0,46472.0,18412.0,0.1276359,2011,365,12,12,1918,2,1,1920,1,3,1,3,1.0,128.0,8000.0,1,416,-7872.0,8128.0,0.1032007,2011,0.02443519999999999
UKG,200,1940,9948329.0,1020.0,13183.0,232740.0,48226.0,18502.0,0.0949571,2011,325,7,4,1940,9,3,1943,4,2,3,1,1.0,418765.0,174500.0,2,1156,244265.0,593265.0,0.0295233,2011,0.0654338
UKG,200,1940,9948329.0,1020.0,13183.0,232740.0,48226.0,18502.0,0.0949571,2011,255,4,9,1940,5,7,1945,4,1,3,1,1.0,418765.0,3500000.0,2,1854,-3081235.0,3918765.0,0.17135079999999997,2011,-0.07639369999999997
UKG,200,1940,9948329.0,1020.0,13183.0,232740.0,48226.0,18502.0,0.0949571,2011,220,7,3,1940,11,11,1942,4,2,1,3,1.0,418765.0,210824.0,3,861,207941.0,629589.0,0.0758349,2011,0.019122200000000006
UKG,200,1941,11280839.0,2300.0,12510.0,228173.0,48216.0,18579.0,0.0992547,2011,740,12,8,1941,8,15,1945,4,2,3,1,1.0,418765.0,1740000.0,2,1346,-1321235.0,2158765.0,0.0666311,2011,0.0326236
UKG,200,1941,11280839.0,2300.0,12510.0,228173.0,48216.0,18579.0,0.0992547,2011,325,7,4,1940,9,3,1943,4,2,3,1,1.0,418765.0,174500.0,1,1156,244265.0,593265.0,0.0200505,2011,0.0792042
UKG,200,1941,11280839.0,2300.0,12510.0,228173.0,48216.0,18579.0,0.0992547,2011,255,4,9,1940,5,7,1945,4,1,3,1,1.0,418765.0,3500000.0,1,1854,-3081235.0,3918765.0,0.20238720000000002,2011,-0.10313250000000002
UKG,200,1941,11280839.0,2300.0,12510.0,228173.0,48216.0,18579.0,0.0992547,2011,220,7,3,1940,11,11,1942,4,2,1,3,1.0,418765.0,210824.0,2,861,207941.0,629589.0,0.0157879,2011,0.08346680000000001
UKG,200,1942,13478623.0,3390.0,13150.0,224075.0,48400.0,18601.0,0.0935872,2011,740,12,8,1941,8,15,1945,4,2,3,1,1.0,418765.0,1740000.0,5,1346,-1321235.0,2158765.0,0.0614425,2011,0.0321447
UKG,200,1942,13478623.0,3390.0,13150.0,224075.0,48400.0,18601.0,0.0935872,2011,325,7,4,1940,9,3,1943,4,2,3,1,1.0,418765.0,174500.0,4,1156,244265.0,593265.0,0.0352171,2011,0.058370099999999994
UKG,200,1942,13478623.0,3390.0,13150.0,224075.0,48400.0,18601.0,0.0935872,2011,255,4,9,1940,5,7,1945,4,1,3,1,1.0,418765.0,3500000.0,5,1854,-3081235.0,3918765.0,0.17555020000000002,2011,-0.08196300000000002
UKG,200,1942,13478623.0,3390.0,13150.0,224075.0,48400.0,18601.0,0.0935872,2011,800,5,10,1942,5,17,1942,4,1,3,1,2.0,1000.0,316579.0,1,7,-315579.0,317579.0,0.0044278,2011,0.0891594
UKG,200,1942,13478623.0,3390.0,13150.0,224075.0,48400.0,18601.0,0.0935872,2011,220,7,3,1940,11,11,1942,4,2,1,3,1.0,418765.0,210824.0,1,861,207941.0,629589.0,0.015556100000000002,2011,0.07803109999999999
UKG,200,1943,15376590.0,4145.0,13240.0,225114.0,48789.0,18643.0,0.08737930000000001,2011,740,12,8,1941,8,15,1945,4,2,3,1,1.0,418765.0,1740000.0,3,1346,-1321235.0,2158765.0,0.060228,2011,0.02715130000000001
UKG,200,1943,15376590.0,4145.0,13240.0,225114.0,48789.0,18643.0,0.08737930000000001,2011,325,7,4,1940,9,3,1943,4,2,3,1,1.0,418765.0,174500.0,3,1156,244265.0,593265.0,0.0219315,2011,0.0654478
UKG,200,1943,15376590.0,4145.0,13240.0,225114.0,48789.0,18643.0,0.08737930000000001,2011,255,4,9,1940,5,7,1945,4,1,3,1,1.0,418765.0,3500000.0,4,1854,-3081235.0,3918765.0,0.1535983,2011,-0.06621899999999999
UKG,200,1944,16254371.0,4900.0,12337.0,228152.0,49016.0,18687.0,0.0832341,2011,740,12,8,1941,8,15,1945,4,2,3,1,1.0,418765.0,1740000.0,4,1346,-1321235.0,2158765.0,0.0670793,2011,0.01615480000000001
UKG,200,1944,16254371.0,4900.0,12337.0,228152.0,49016.0,18687.0,0.0832341,2011,255,4,9,1940,5,7,1945,4,1,3,1,1.0,418765.0,3500000.0,3,1854,-3081235.0,3918765.0,0.1362128,2011,-0.05297869999999999
UKG,200,1945,17002048.0,5090.0,12014.0,210425.0,49182.0,18705.0,0.0879904,2011,740,12,8,1941,8,15,1945,4,2,3,1,1.0,418765.0,1740000.0,1,1346,-1321235.0,2158765.0,0.052876099999999995,2011,0.0351143
UKG,200,1945,17002048.0,5090.0,12014.0,210425.0,49182.0,18705.0,0.0879904,2011,255,4,9,1940,5,7,1945,4,1,3,1,1.0,418765.0,3500000.0,6,1854,-3081235.0,3918765.0,0.0798766,2011,0.00811379999999999
UKG,200,1950,2376154.0,689.0,16554.0,190014.0,50616.0,18995.0,0.0613487,2011,710,11,5,1950,7,27,1953,4,2,1,3,2.0,710.0,422612.0,1,995,-421902.0,423322.0,0.1184953,2011,-0.0571466
UKG,200,1950,2376154.0,689.0,16554.0,190014.0,50616.0,18995.0,0.0613487,2011,731,8,26,1950,7,27,1953,4,1,1,3,2.0,710.0,316579.0,3,1066,-315869.0,317289.0,0.0026701999999999997,2011,0.0586785
UKG,200,1951,3215782.0,826.0,15889.0,211603.0,50562.0,19176.0,0.0585345,2011,710,11,5,1950,7,27,1953,4,2,1,3,2.0,710.0,422612.0,3,995,-421902.0,423322.0,0.10362439999999999,2011,-0.04508989999999999
UKG,200,1951,3215782.0,826.0,15889.0,211603.0,50562.0,19176.0,0.0585345,2011,731,8,26,1950,7,27,1953,4,1,1,3,2.0,710.0,316579.0,2,1066,-315869.0,317289.0,0.0022304,2011,0.0563041
UKG,200,1952,4340931.0,872.0,16681.0,214654.0,50723.0,19098.0,0.057508300000000005,2011,710,11,5,1950,7,27,1953,4,2,1,3,2.0,710.0,422612.0,4,995,-421902.0,423322.0,0.096398,2011,-0.03888969999999999
UKG,200,1952,4340931.0,872.0,16681.0,214654.0,50723.0,19098.0,0.057508300000000005,2011,731,8,26,1950,7,27,1953,4,1,1,3,2.0,710.0,316579.0,1,1066,-315869.0,317289.0,0.0031201000000000002,2011,0.054388200000000005
UKG,200,1953,4582745.0,865.0,17891.0,221983.0,50862.0,19002.0,0.0560323,2011,710,11,5,1950,7,27,1953,4,2,1,3,2.0,710.0,422612.0,2,995,-421902.0,423322.0,0.0951003,2011,-0.039068
UKG,200,1953,4582745.0,865.0,17891.0,221983.0,50862.0,19002.0,0.0560323,2011,731,8,26,1950,7,27,1953,4,1,1,3,2.0,710.0,316579.0,4,1066,-315869.0,317289.0,0.0035673000000000002,2011,0.052465
UKG,200,1956,4527611.0,761.0,20990.0,232317.0,51406.0,18874.0,0.049223699999999995,2011,651,10,31,1956,11,6,1956,2,3,1,3,3.0,20.0,3000.0,1,6,-2980.0,3020.0,0.0052115,2011,0.044012199999999994
UKG,200,1982,24169041.0,335.0,13704.0,309737.0,56318.0,35501.0,0.023727900000000003,2011,160,4,25,1982,6,14,1982,3,1,3,1,1.0,746.0,255.0,1,50,491.0,1001.0,0.006810200000000001,2011,0.0169177
UKG,200,1991,40430000.0,301.0,16632.0,345284.0,57801.0,46681.0,0.0263126,2011,645,1,17,1991,2,28,1991,4,1,1,3,1.0,24.0,40000.0,1,42,-39976.0,40024.0,0.008368899999999999,2011,0.0179437
UKG,200,2001,34714000.0,211.0,13543.0,364927.0,59113.0,53247.0,0.0213525,2011,700,9,15,2001,11,15,2001,2,3,1,3,1.0,0.0,4000.0,1,61,-4000.0,4000.0,0.0012151,2011,0.0201374
UKG,200,2003,43311000.0,213.0,13268.0,367800.0,59698.0,25823.0,0.0191593,2011,645,3,19,2003,5,2,2003,1,3,1,3,1.0,33.0,7000.0,1,44,-6967.0,7033.0,0.006640300000000001,2011,0.012518999999999999
NTH,210,1940,168422.0,64.0,153.0,12668.0,8880.0,2418.0,0.0050486,2011,255,5,10,1940,5,14,1940,3,1,3,1,3.0,7900.0,3500000.0,1,4,-3492100.0,3507900.0,0.17135079999999997,2011,-0.16630219999999996
NTH,210,1950,236794.0,226.0,490.0,25202.0,10114.0,3182.0,0.008117399999999999,2011,710,12,5,1950,7,27,1953,4,2,1,3,2.0,111.0,422612.0,2,965,-422501.0,422723.0,0.1184953,2011,-0.1103779
NTH,210,1950,236794.0,226.0,490.0,25202.0,10114.0,3182.0,0.008117399999999999,2011,731,12,5,1950,7,27,1953,4,1,1,3,2.0,111.0,316579.0,3,965,-316468.0,316690.0,0.0026701999999999997,2011,0.005447199999999999
NTH,210,1951,278581.0,218.0,554.0,27876.0,10264.0,3248.0,0.0076385,2011,710,12,5,1950,7,27,1953,4,2,1,3,2.0,111.0,422612.0,4,965,-422501.0,422723.0,0.10362439999999999,2011,-0.09598589999999999
NTH,210,1951,278581.0,218.0,554.0,27876.0,10264.0,3248.0,0.0076385,2011,731,12,5,1950,7,27,1953,4,1,1,3,2.0,111.0,316579.0,2,965,-316468.0,316690.0,0.0022304,2011,0.005408100000000001
NTH,210,1952,329303.0,211.0,685.0,28986.0,10382.0,3315.0,0.0073165999999999995,2011,710,12,5,1950,7,27,1953,4,2,1,3,2.0,111.0,422612.0,1,965,-422501.0,422723.0,0.096398,2011,-0.0890814
NTH,210,1952,329303.0,211.0,685.0,28986.0,10382.0,3315.0,0.0073165999999999995,2011,731,12,5,1950,7,27,1953,4,1,1,3,2.0,111.0,316579.0,4,965,-316468.0,316690.0,0.0031201000000000002,2011,0.004196499999999999
NTH,210,1953,349540.0,203.0,862.0,30555.0,10493.0,3391.0,0.0072993,2011,710,12,5,1950,7,27,1953,4,2,1,3,2.0,111.0,422612.0,3,965,-422501.0,422723.0,0.0951003,2011,-0.087801
NTH,210,1953,349540.0,203.0,862.0,30555.0,10493.0,3391.0,0.0072993,2011,731,12,5,1950,7,27,1953,4,1,1,3,2.0,111.0,316579.0,1,965,-316468.0,316690.0,0.0035673000000000002,2011,0.0037319999999999996
BEL,211,1914,9847.0,115.0,1396.0,16700.0,7684.0,894.0,0.0117327,2011,255,8,3,1914,11,11,1918,3,1,3,1,1.0,13716.0,1773700.0,3,1561,-1759984.0,1787416.0,0.158201,2011,-0.1464683
BEL,211,1915,11642.0,156.0,99.0,14200.0,7709.0,891.0,0.0057098,2011,255,8,3,1914,11,11,1918,3,1,3,1,1.0,13716.0,1773700.0,1,1561,-1759984.0,1787416.0,0.15111270000000002,2011,-0.14540290000000003
